length_of_stay_days,pet_type,pet_age,size,shedding,coat_length,temperament,breed_type,adoption_fee,gender,is_mix,shots_up_to_date,spayed_neutered,hypoallergenic,housebroken,special_need,gets_along_with_cats,gets_along_with_dogs,gets_along_with_kids,courtesy_post,cross_post,litter,parent_of_litter,primary_breed,secondary_breed,third_breed,fourth_breed,bully_breed,popular_breed,bonded_pair,age_total_months,sentiment_score,record_type,subtype,had_medical
18,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
21,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
22,dog,puppy,medium,sheds a little,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
18,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,diagnosis,,yes
28,dog,puppy,large,nan,nan,nan,nan,365,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,52.0,0.0,,,no
19,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,no,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
22,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
20,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,german shepherd dog,,,,no,no,no,30.0,0.0,,,no
7,dog,young,small,nan,nan,nan,nan,415,female,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,no,chihuahua,,,,no,no,no,48.0,0.0,,,no
237,dog,adult,medium,nan,nan,nan,nan,315,female,no,yes,yes,no,yes,no,yes,not sure,yes,no,no,no,no,american bulldog,,,,yes,no,no,70.0,0.0,,,no
75,dog,young,small,sheds a little,nan,nan,nan,550,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,whippet,,,no,no,yes,24.0,0.0,,,no
181,dog,adult,large,nan,nan,nan,nan,300,female,no,yes,yes,no,yes,yes,yes,yes,not sure,no,no,no,no,doberman pinscher,,,,no,no,no,99.0,0.0,"medications, medications, medications, medications",,yes
56,dog,senior,small,nan,nan,nan,nan,250,female,no,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,papillon,,,,no,no,no,161.0,0.0,,,no
27,dog,adult,small,nan,nan,nan,nan,650,female,nan,yes,no,no,not sure,not sure,not sure,not sure,no,no,no,no,no,chihuahua,,,,no,no,yes,79.0,0.0,,,no
57,dog,puppy,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,american bulldog,,,yes,no,no,33.0,0.0,medications,,yes
87,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,yes,not sure,no,no,yes,no,pit bull terrier,american bulldog,,,yes,no,no,33.0,0.0,"medications, medications",,yes
67,dog,young,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,australian shepherd,labrador retriever,,,no,yes,no,50.0,0.0,,,no
746,dog,senior,medium,nan,nan,nan,nan,250,male,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,schnauzer (miniature),,,,no,no,no,164.0,0.0,"medications, surgery/procedures, surgery/procedures","other, other, dental prophylaxis",yes
10,dog,young,small,nan,nan,nan,nan,565,male,yes,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,schnauzer (standard),poodles (all types),,,no,no,no,42.0,0.0,,,no
137,dog,senior,small,nan,nan,nan,nan,200,male,yes,yes,yes,not sure,yes,yes,not sure,yes,not sure,no,no,no,no,lhasa apso,,,,no,no,no,202.0,0.0,diagnosis,,yes
382,dog,puppy,large,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,yes,yes,yes,no,no,no,no,31 flavors mixes,,,,no,no,no,27.0,0.0,,,no
30,dog,young,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,not sure,not sure,not sure,yes,yes,no,no,no,no,boxer,pit bull terrier,,,no,no,no,35.0,0.0,,,no
12,dog,young,large,nan,nan,nan,nan,500,male,no,yes,yes,no,yes,no,not sure,yes,yes,no,no,no,no,st. bernard,,,,no,no,no,71.0,0.0,,,no
290,dog,senior,large,nan,nan,nan,nan,250,male,yes,yes,yes,no,yes,no,not sure,not sure,yes,no,no,no,no,jack russell terrier,,,,no,no,no,164.0,0.0,surgery/procedures,dental prophylaxis,yes
24,dog,young,medium,sheds a little,nan,nan,nan,1175,male,no,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,cocker spaniel,,,,no,no,no,43.0,0.0,"medications, medications, diagnosis",,yes
18,dog,adult,small,sheds a little,short,nan,mixed,350,male,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,dachshund,beagle,,,no,yes,no,140.0,0.0,surgery/procedures,dental prophylaxis,yes
147,dog,senior,small,nan,nan,nan,nan,350,male,yes,yes,yes,yes,yes,not sure,not sure,yes,no,no,no,no,no,poodle (miniature),,,,no,no,yes,,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, dental prophylaxis",yes
14,dog,young,medium,sheds a little,nan,nan,nan,tbd,female,yes,yes,yes,yes,not sure,not sure,yes,yes,yes,no,no,no,no,australian shepherd,poodles (all types),,,no,no,no,33.0,0.0,,,no
40,dog,adult,large,sheds a lot,nan,nan,nan,400,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,st. bernard,,,,no,no,no,90.0,0.0,,,no
17,dog,adult,small,nan,nan,nan,nan,400,female,no,yes,yes,yes,yes,not sure,yes,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,79.0,0.0,,,no
19,dog,young,small,nan,nan,nan,nan,400,female,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,58.0,0.0,,,no
81,dog,young,small,nan,nan,nan,nan,350,female,yes,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,dachshund,,,,no,yes,no,,0.0,medications,,yes
48,dog,adult,medium,nan,nan,nan,nan,250,female,yes,yes,yes,no,yes,no,not sure,yes,yes,yes,no,no,no,beagle,,,,no,yes,no,155.0,0.0,,,no
30,dog,puppy,large,nan,nan,nan,nan,400,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,australian shepherd,mastiff,,,no,no,no,,0.0,surgery/procedures,other surgery,yes
32,dog,young,small,sheds a little,short,nan,mixed,400,female,yes,yes,yes,not sure,yes,not sure,not sure,yes,yes,no,no,no,no,other,beagle,,,no,yes,no,119.0,0.0,,,no
0,dog,young,medium,sheds a little,short,nan,mixed,300,female,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,boxer,,,,no,no,no,95.0,0.0,,,no
57,dog,puppy,small,nan,nan,nan,nan,400,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,dachshund,,,,no,yes,no,78.0,0.0,,,no
125,dog,puppy,small,nan,nan,nan,nan,400,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,dachshund,,,,no,yes,no,78.0,0.0,,,no
57,dog,puppy,small,nan,nan,nan,nan,400,male,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,dachshund,,,,no,yes,no,78.0,0.0,,,no
57,dog,puppy,small,nan,nan,nan,nan,400,female,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,dachshund,,,,no,yes,no,78.0,0.0,,,no
57,dog,puppy,small,nan,nan,nan,nan,400,female,yes,yes,not sure,no,no,not sure,not sure,yes,not sure,no,no,yes,no,dachshund,,,,no,yes,no,78.0,0.0,,,no
136,dog,adult,small,sheds a little,medium,nan,purebreed,400,male,no,yes,yes,not sure,yes,not sure,yes,yes,no,no,no,no,no,shih tzu,,,,no,no,yes,226.0,0.0,,,no
35,dog,young,medium,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,no,not sure,not sure,yes,yes,no,no,no,german shepherd dog,,,,no,no,no,68.0,0.0,,,no
27,dog,adult,small,sheds a little,nan,nan,nan,725,male,nan,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,,,,no,yes,yes,58.0,0.0,surgery/procedures,dental prophylaxis,yes
12,dog,senior,small,nan,nan,nan,nan,300,male,yes,yes,yes,yes,not sure,no,yes,yes,yes,no,no,no,no,maltese,poodle (miniature),,,no,no,no,136.0,0.0,"diagnosis, surgery/procedures",dental prophylaxis,yes
18,dog,young,small,nan,nan,nan,nan,550,male,yes,yes,yes,no,no,no,not sure,yes,yes,no,no,no,no,pomeranian,,,,no,no,no,60.0,0.0,,,no
236,dog,young,large,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,german shepherd dog,,,,no,no,no,69.0,0.0,,,no
2,dog,puppy,small,sheds a lot,nan,nan,nan,665,female,yes,yes,yes,no,not sure,no,not sure,not sure,not sure,no,no,no,no,pomeranian,husky,,,no,no,no,19.0,0.0,,,no
18,dog,young,small,nan,nan,nan,nan,400,male,no,yes,yes,yes,no,no,yes,yes,not sure,no,no,no,no,shih tzu,,,,no,no,no,64.0,0.0,,,no
53,dog,young,small,sheds a little,nan,nan,nan,415,female,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,dachshund,,,,no,yes,no,48.0,0.0,,,no
156,dog,senior,small,nan,nan,nan,nan,300,male,no,yes,yes,yes,yes,not sure,not sure,yes,not sure,no,no,no,no,maltese,,,,no,no,no,,0.0,surgery/procedures,medications,yes
37,dog,senior,small,sheds a little,nan,nan,nan,275,male,yes,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,jack russell terrier,,,,no,no,no,100.0,0.0,"medications, surgery/procedures, medications",dental prophylaxis,yes
29,dog,puppy,large,sheds a lot,nan,nan,nan,450,male,yes,yes,no,yes,not sure,not sure,yes,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,,0.0,,,no
45,dog,puppy,small,sheds a little,nan,nan,nan,450,male,yes,no,no,no,no,not sure,not sure,not sure,not sure,no,no,no,no,yorkshire terrier,chihuahua,,,no,yes,no,72.0,0.0,,,no
179,dog,senior,medium,nan,nan,nan,nan,150,male,yes,yes,yes,yes,no,yes,yes,yes,not sure,no,no,no,no,shih tzu,poodle (miniature),,,no,no,no,223.0,0.0,"diagnosis, medications, surgery/procedures",dental prophylaxis,yes
18,dog,puppy,medium,no shedding,nan,nan,nan,565,male,yes,yes,yes,yes,yes,no,not sure,yes,yes,no,no,no,no,goldendoodle,goldendoodle,,,no,no,no,52.0,0.0,,,no
12,dog,adult,small,sheds a little,medium,nan,mixed,350,female,yes,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,schnauzer (miniature),yorkie,,,no,no,no,163.0,0.0,,,no
36,dog,adult,small,nan,nan,nan,nan,365,female,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,no,havanese,,,,no,no,no,97.0,0.0,"medications, surgery/procedures",dental prophylaxis,yes
9,dog,adult,large,nan,nan,nan,nan,300,female,no,yes,yes,no,yes,no,not sure,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,131.0,0.0,,,no
62,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bulldog,bloodhound,,,no,yes,no,26.0,0.0,,,no
71,dog,puppy,large,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,bulldog,bloodhound,,,no,yes,no,26.0,0.0,,,no
55,dog,adult,small,nan,nan,nan,nan,375,female,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,,,no
5,dog,young,medium,sheds a little,nan,nan,nan,300,female,nan,yes,yes,no,yes,not sure,yes,yes,yes,no,no,no,no,german shorthaired pointer,,,,no,no,no,17.0,0.0,,,no
34,dog,adult,large,nan,nan,nan,nan,350,female,yes,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,shepherds (all types),,,,no,no,no,54.0,0.0,medications,,yes
93,dog,adult,medium,nan,nan,nan,nan,365,female,yes,yes,yes,no,not sure,not sure,yes,not sure,not sure,no,no,no,no,boxer,pit bull terrier,,,no,no,no,68.0,0.0,,,no
97,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,"medications, diagnosis",,yes
90,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,,,no
138,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,"diagnosis, surgery/procedures",other,yes
98,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,"surgery/procedures, diagnosis",other,yes
97,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,,,no
69,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,33.0,0.0,surgery/procedures,mass removal,yes
41,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,no,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,pit bull terrier,,,,no,no,no,33.0,0.0,,,no
93,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,no,no,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,33.0,0.0,"surgery/procedures, diagnosis",mass removal,yes
18,dog,puppy,medium,nan,nan,nan,nan,765,female,yes,yes,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,no,no,cocker spaniel,chihuahua,,,no,no,no,24.0,0.0,,,no
107,dog,adult,small,nan,nan,nan,nan,300,female,no,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,rat terrier,,,,no,no,no,130.0,0.0,,,no
14,dog,adult,small,sheds a little,nan,nan,nan,400,female,no,yes,no,no,not sure,not sure,not sure,yes,no,no,no,no,no,yorkshire terrier,,,,no,yes,no,134.0,0.0,,,no
19,dog,adult,small,nan,nan,nan,nan,400,male,no,yes,yes,yes,yes,not sure,yes,yes,yes,no,no,no,no,shih tzu,,,,no,no,no,80.0,0.0,,,no
409,dog,senior,small,nan,nan,nan,nan,300,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,yes,145.0,0.0,surgery/procedures,dental prophylaxis,yes
16,dog,puppy,small,sheds a little,nan,nan,nan,565,female,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,corgi,australian shepherd,,,no,no,no,19.0,0.0,,,no
29,dog,puppy,large,sheds a lot,nan,nan,nan,450,female,yes,yes,yes,yes,not sure,not sure,yes,yes,not sure,no,no,no,no,german shepherd dog,,,,no,no,no,,0.0,,,no
114,dog,young,medium,nan,nan,nan,nan,400,male,yes,yes,yes,not sure,yes,yes,not sure,yes,yes,no,no,no,no,australian shepherd,poodle (standard),,,no,no,no,63.0,0.0,surgery/procedures,other,yes
67,dog,young,large,nan,nan,nan,nan,365,male,yes,yes,yes,no,yes,not sure,no,yes,yes,no,no,no,no,german shepherd dog,great dane,,,no,no,no,67.0,0.0,,,no
45,dog,senior,small,nan,nan,nan,nan,250,female,nan,yes,yes,yes,yes,not sure,not sure,yes,not sure,no,no,no,no,shih tzu,,,,no,no,no,200.0,0.0,"medications, diagnosis",,yes
41,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,yes,not sure,no,not sure,yes,yes,yes,no,no,no,yorkshire terrier,,,,no,yes,no,115.0,0.0,,,no
13,dog,puppy,small,nan,nan,nan,nan,425,male,yes,yes,no,no,no,not sure,not sure,yes,yes,no,no,no,no,chihuahua,dachshund,,,no,yes,no,87.0,0.0,,,no
31,dog,puppy,medium,nan,nan,nan,nan,450,male,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,45.0,0.0,,,no
62,dog,adult,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,no,yes,yes,no,no,no,no,corgi,australian shepherd,,,no,no,no,,0.0,diagnosis,,yes
39,dog,adult,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,31 flavors mixes,,,,no,no,no,88.0,0.0,,,no
125,dog,adult,small,nan,nan,nan,nan,415,male,no,yes,yes,no,not sure,not sure,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,71.0,0.0,,,no
81,dog,senior,small,nan,nan,nan,nan,250,male,nan,yes,yes,no,yes,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,166.0,0.0,diagnosis,,yes
51,dog,adult,small,sheds a lot,short,nan,mixed,350,female,yes,yes,not sure,no,yes,not sure,not sure,yes,not sure,no,no,no,no,pit bull terrier,,,,no,no,no,116.0,0.0,surgery/procedures,dental prophylaxis,yes
17,dog,puppy,small,no shedding,nan,nan,nan,700,male,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yorkshire terrier,bichon frise,,,no,yes,no,,0.0,,,no
24,dog,puppy,small,no shedding,nan,nan,nan,700,male,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yorkshire terrier,bichon frise,,,no,yes,no,,0.0,,,no
29,dog,puppy,small,no shedding,nan,nan,nan,700,male,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,yorkshire terrier,bichon frise,,,no,yes,no,,0.0,,,no
271,dog,adult,large,nan,nan,nan,nan,150,male,no,yes,yes,no,not sure,not sure,not sure,not sure,no,no,no,no,no,german shepherd dog,,,,no,no,no,92.0,0.0,"medications, medications",,yes
23,dog,young,small,nan,medium,anxious/scared which can be mistaken by aggressiveness; flight risk,mixed,350,male,yes,yes,yes,yes,no,not sure,not sure,yes,not sure,no,no,no,no,silky terrier,poodle (toy or tea cup),,,no,no,no,126.0,0.0,surgery/procedures,dental prophylaxis,yes
29,dog,adult,small,nan,nan,nan,nan,350,male,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,schnauzer (miniature),poodle (miniature),,,no,no,no,106.0,0.0,,,no
14,dog,senior,large,sheds a little,short,nan,purebreed,200,female,no,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,german shorthaired pointer,,,,no,no,no,202.0,0.0,,,no
271,dog,adult,medium,nan,nan,nan,nan,350,male,yes,yes,yes,no,yes,not sure,no,no,no,no,no,no,no,australian shepherd,,,,no,no,no,64.0,0.0,,,no
47,dog,young,medium,nan,nan,nan,nan,450,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,pit bull terrier,husky,,,no,no,no,42.0,0.0,,,no
67,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,no,yes,not sure,not sure,not sure,yes,no,no,no,no,jack russell terrier,,,,no,no,no,,0.0,surgery/procedures,dental prophylaxis,yes
43,dog,puppy,small,nan,nan,nan,nan,425,female,yes,yes,no,no,no,not sure,yes,yes,yes,no,no,no,no,chihuahua,dachshund,,,no,yes,no,87.0,0.0,,,no
77,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
49,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
46,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
78,dog,puppy,medium,nan,nan,nan,nan,465,male,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
45,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
78,dog,puppy,medium,nan,nan,nan,nan,465,female,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,yes,no,31 flavors mixes,,,,no,no,no,21.0,0.0,,,no
28,dog,adult,small,nan,nan,nan,nan,865,female,no,yes,yes,yes,yes,not sure,not sure,yes,yes,no,no,no,no,shih tzu,,,,no,no,yes,90.0,0.0,,,no
6,dog,young,medium,nan,nan,nan,nan,400,male,no,yes,yes,no,not sure,no,not sure,yes,yes,no,no,no,no,australian shepherd,,,,no,no,no,59.0,0.0,,,no
15,dog,senior,small,nan,nan,nan,nan,300,male,yes,yes,yes,not sure,yes,yes,not sure,yes,not sure,no,no,no,no,maltese,poodle (miniature),,,no,no,no,136.0,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, dental prophylaxis",yes
26,dog,adult,small,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,not sure,not sure,yes,yes,no,no,no,no,corgi,dachshund,,,no,yes,no,67.0,0.0,,,no
96,dog,adult,small,nan,nan,nan,nan,365,female,no,yes,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,,,,no,no,no,,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, microchip implantation",yes
11,dog,puppy,medium,sheds a lot,short,nan,mixed,350,female,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,boxer,,,,no,no,no,100.0,0.0,,,no
38,dog,puppy,large,sheds a little,nan,nan,nan,450,female,yes,yes,yes,no,no,not sure,not sure,yes,yes,no,no,no,no,pit bull terrier,,,,no,no,no,19.0,0.0,,,no
7,dog,puppy,small,no shedding,nan,nan,nan,715,male,yes,not sure,yes,no,not sure,no,not sure,not sure,not sure,no,no,no,no,chinese crested,shih tzu,,,no,no,no,32.0,0.0,,,no
123,dog,young,large,nan,nan,nan,nan,315,male,no,yes,yes,no,not sure,not sure,not sure,no,no,no,no,no,no,german shepherd dog,,,,no,no,no,37.0,0.0,,,no
178,dog,adult,small,sheds a little,short,nan,purebreed,200,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,chihuahua,,,,no,no,no,181.0,0.0,,,no
79,dog,senior,small,nan,nan,nan,nan,250,male,no,yes,yes,no,yes,not sure,not sure,not sure,not sure,no,no,no,no,chihuahua,other,,,no,no,no,71.0,0.0,surgery/procedures,dental prophylaxis,yes
48,dog,senior,medium,nan,nan,nan,nan,250,male,no,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,shiba inu,,,,no,no,no,162.0,0.0,,,no
21,dog,young,small,nan,nan,nan,nan,350,male,yes,yes,yes,not sure,yes,not sure,yes,not sure,yes,yes,no,no,no,chihuahua,,,,no,no,no,58.0,0.0,,,no
33,dog,adult,medium,nan,nan,nan,nan,350,male,no,yes,yes,no,yes,yes,not sure,not sure,yes,yes,no,no,no,cocker spaniel,,,,no,no,no,,0.0,,,no
91,dog,puppy,small,sheds a little,nan,nan,nan,415,male,yes,yes,yes,no,not sure,not sure,not sure,yes,not sure,no,no,no,no,chihuahua,chi mix,,,no,no,no,18.0,0.0,,,no
7,dog,adult,small,sheds a little,medium,nan,mixed,350,male,yes,yes,yes,not sure,yes,not sure,not sure,yes,yes,no,no,no,no,shih tzu,poodle (toy or tea cup),,,no,no,no,137.0,0.0,,,no
8,dog,young,large,nan,nan,nan,nan,450,male,no,yes,yes,no,not sure,not sure,not sure,not sure,not sure,no,no,no,no,german shorthaired pointer,,,,no,no,no,52.0,0.0,,,no
52,dog,puppy,medium,nan,nan,nan,nan,565,male,yes,yes,yes,not sure,not sure,not sure,not sure,yes,not sure,no,no,no,no,black mouth cur,pug,,,no,no,no,25.0,0.0,,,no
1094,dog,young,large,nan,nan,nan,nan,315,male,yes,yes,yes,no,yes,not sure,no,yes,no,no,no,no,no,shepherds (all types),,,,no,no,no,80.0,0.0,"medications, surgery/procedures, surgery/procedures, diagnosis","orthopedic procedures, orthopedic procedures, vaccines given",yes
7,dog,adult,small,nan,nan,nan,nan,350,male,no,yes,yes,yes,not sure,not sure,not sure,not sure,not sure,no,no,no,no,schnauzer (miniature),,,,no,no,no,63.0,0.0,,,no
77,dog,young,medium,sheds a lot,nan,nan,nan,375,male,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,border collie,,,,no,no,no,23.0,0.0,medications,,yes
57,dog,adult,small,nan,medium,nan,purebreed,350,male,no,yes,yes,yes,yes,not sure,no,yes,no,no,no,no,no,yorkshire terrier,,,,no,yes,no,180.0,0.0,"surgery/procedures, surgery/procedures","dental prophylaxis, medications",yes
37,dog,young,large,nan,nan,nan,nan,365,female,no,yes,yes,not sure,yes,not sure,no,yes,yes,yes,no,no,no,german shepherd dog,,,,no,no,no,57.0,0.0,,,no
0,dog,young,large,nan,nan,nan,nan,375,female,no,yes,yes,no,yes,not sure,not sure,no,yes,no,no,no,no,german shepherd dog,,,,no,no,no,,0.0,,,no
52,dog,adult,medium,nan,nan,nan,nan,400,female,yes,yes,yes,no,yes,not sure,no,not sure,no,no,no,yes,no,border collie,,,,no,no,no,68.0,0.0,,,no
